Catalog Number,Barcode,Catalog,Class,Order,Family,Scientific Name,Type Status,Type Citation,Other Identifications,Sex and Stage,Preparation,Bioregion,Distribution,Country,Province/State,District/County,Precise Locality,Elevation (m),Centroid Latitude,Centroid Longitude,Field Number,Collector(s),Collecting Date,Specimen Count,Record Status,Genetic Sample Type,Biorepository Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"USNMENT   781774","USNMENT00781774","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris krueperi","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","23 Mar 2020 09:39:00","http://n2t.net/ark:/65665/3a0ddfa67-c6f5-4d9b-9a5a-b21e45712aad"
"USNMENT   781773","USNMENT00781773","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris krueperi","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3a28e073d-737d-47a1-aad5-d54bb39be581"
"USNMENT   781775","USNMENT00781775","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris mannii","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/38c65cd5e-bb0a-459a-94e8-4503163c3e4e"
"USNMENT   781776","USNMENT00781776","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris mannii","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/320bc7518-f6c5-44b4-a79b-bc8690c3b1ac"
"USNMENT   781791","USNMENT00781791","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris marginalis","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3d845ea15-68de-45e8-9176-650668295151"
"USNMENT   781792","USNMENT00781792","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris marginalis","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3b6506732-d539-4903-9e99-a331e0f4d03f"
"USNMENT   781794","USNMENT00781794","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris melete","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3a2934c95-25ff-4ae6-9eb7-367b1081c769"
"USNMENT   781793","USNMENT00781793","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris melete","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/32d065e63-1d1d-43c1-a256-3b2b5822d9f1"
"USNMENT   781770","USNMENT00781770","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris naganum","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3d47074e0-45be-4065-8f52-14216f12eda8"
"USNMENT   781769","USNMENT00781769","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris naganum","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","23 Mar 2020 09:40:00","http://n2t.net/ark:/65665/36f359807-6182-450e-be3f-eb8a815011e0"
"USNMENT   781082","USNMENT00781082","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris napi","","Rhopalocera palaearctica. Iconographie et description des papillons diurnes de la region palearctique. 146.","Pieris napi var. frigidae Verity, 1908","1 Adult Male","Pinned","","","Canada","[Not Stated]","","[Not Stated] Labrador","",47.5,-72,"","[Not Stated]","",1,"Unreviewed, Aug 2009, legacy data of uncertain quality.. Reviewed, Aug 2012, revised by Gerardo Lamas.","","","","","","","","22 Apr 2013 17:26:00","http://n2t.net/ark:/65665/379db88af-5c6d-48bc-990f-28b8f9ef0a54"
"USNMENT   781796","USNMENT00781796","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris napi","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3228d0dc2-5fb7-469f-ad68-95cc30bfbe8c"
"USNMENT   781795","USNMENT00781795","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris napi","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/36287fc61-1b57-4be2-8555-e495ab697f34"
"USNMENT   781797","USNMENT00781797","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris narina","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3edb789fb-615b-4e45-b795-e620007632ff"
"USNMENT   781799","USNMENT00781799","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris nesis","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","23 Mar 2020 09:40:00","http://n2t.net/ark:/65665/3bd2a9062-7cb2-49e3-b2ed-6c87fd235385"
"USNMENT   781798","USNMENT00781798","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris nesis","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","23 Mar 2020 09:40:00","http://n2t.net/ark:/65665/390ea46a2-91c4-42f5-877b-936618940bcc"
"USNMENT   781800","USNMENT00781800","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris ochsenheimeri","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/39460cce1-251c-41fe-b9c1-f660aa3b6909"
"USNMENT   781801","USNMENT00781801","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris ochsenheimeri","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","23 Mar 2020 09:41:00","http://n2t.net/ark:/65665/3e64ce576-e1f5-40e8-8e84-7306fd28f5e5"
"USNMENT   781802","USNMENT00781802","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris oleracea","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/328324a55-6255-40bd-b856-2787f13f7f26"
"USNMENT   781803","USNMENT00781803","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris oleracea","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","23 Mar 2020 09:41:00","http://n2t.net/ark:/65665/30984971a-dc1d-4d4d-8d6f-8a698b9260f5"
"USNMENT   781805","USNMENT00781805","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris orientis","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3e8d1439a-d2e0-4325-bb32-94092673b7fa"
"USNMENT   781804","USNMENT00781804","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris orientis","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/38cba37e4-ed49-4ee2-bfd9-782377a84d14"
"USNMENT   781807","USNMENT00781807","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris persis","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","23 Mar 2020 09:41:00","http://n2t.net/ark:/65665/3e10f825e-702d-4963-bdaa-4e4e26528520"
"USNMENT   781806","USNMENT00781806","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris persis","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3f8f7c9a2-9e63-43e8-a821-a2f6d1ea0488"
"USNMENT   781809","USNMENT00781809","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris pseudorapae","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3bf98bb3f-12d7-4d49-bcd3-b07fb53583e4"
"USNMENT   781808","USNMENT00781808","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris pseudorapae","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/351153c19-26a4-4f46-8f95-5db95b8b0192"
"USNMENT   781778","USNMENT00781778","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris rapae","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3e6b13588-ed52-4287-a29e-116d86573922"
"USNMENT   781777","USNMENT00781777","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris rapae","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/35215a454-11e9-4a79-8655-ccbe3c62bdc5"
"USNMENT   781810","USNMENT00781810","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris segonzaci","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3b5421982-1305-4cc9-a941-45d6b47c4ff8"
"USNMENT   781811","USNMENT00781811","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris segonzaci","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3785d603e-81a5-4646-bb2a-7afc11bd9874"
"USNMENT   781813","USNMENT00781813","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris venosa","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/36040306c-8496-4237-b26a-1fd11b3e9ea0"
"USNMENT   781812","USNMENT00781812","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris venosa","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/350158e1f-ad70-472d-bece-b59371fce59d"
"USNMENT   781814","USNMENT00781814","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris virginiensis","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3eb8c5cb5-e49d-43b9-aa1f-f794b5ba27fa"
"USNMENT   781815","USNMENT00781815","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pieris virginiensis","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/309a12c26-7d0a-48d4-899f-a5046eca7ca3"
"USNMENT   781922","USNMENT00781922","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pierphulia nysias","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3f064b88f-0158-4a89-b152-615f300aa1e4"
"USNMENT   781923","USNMENT00781923","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pierphulia rosea","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","23 Mar 2020 09:42:00","http://n2t.net/ark:/65665/33c26c958-be29-4298-b7f7-c7dc0ead8b32"
"USNMENT   781924","USNMENT00781924","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pierphulia rosea","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/34676c7f7-f866-4701-bfe6-eff54485e811"
"USNMENT   781575","USNMENT00781575","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pinacopteryx eriphia","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3d7b33680-1297-42f1-8f02-a98db91e76ca"
"USNMENT   781873","USNMENT00781873","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pontia beckerii","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/32d3e5c04-ada6-4d44-8e35-ce249a423783"
"USNMENT   781874","USNMENT00781874","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pontia beckerii","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/36bc550d2-3f7d-4e1c-a290-8236d5ae9948"
"USNMENT   781875","USNMENT00781875","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pontia callidice","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3095b285c-84ec-4c2e-a3b2-de3f79bb04a4"
"USNMENT   781876","USNMENT00781876","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pontia callidice","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/35e209b63-f2df-4677-9b33-dea6348f84d7"
"USNMENT   781878","USNMENT00781878","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pontia chloridice","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/33b3a6f02-d543-49df-8602-c9d05aaa409f"
"USNMENT   781877","USNMENT00781877","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pontia chloridice","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/31cc7e22d-2720-44fd-80aa-fc4743b1db3f"
"USNMENT   781879","USNMENT00781879","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pontia daplidice","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/31f443bad-f067-4046-977f-de7eb33a5b14"
"USNMENT   781880","USNMENT00781880","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pontia daplidice","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/36be52fc2-cbd1-4e04-b038-a6dc296f2139"
"USNMENT   781864","USNMENT00781864","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pontia glauconome","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3cc7018aa-85fd-4a22-8cde-3d30950c69be"
"USNMENT   781863","USNMENT00781863","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pontia glauconome","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/30ff882c7-cb52-4023-9720-42907bf063c5"
"USNMENT   781865","USNMENT00781865","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pontia helice","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3f589344a-941e-40eb-8465-0ed6b2e7a3a3"
"USNMENT   781867","USNMENT00781867","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pontia occidentalis","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","23 Mar 2020 09:43:00","http://n2t.net/ark:/65665/38f861618-c0bd-484c-a280-181d57c5d538"
"USNMENT   781868","USNMENT00781868","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pontia occidentalis","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3376ef08f-809b-4e1e-b6f1-0e43d4349282"
"USNMENT   781870","USNMENT00781870","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pontia protodice","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","23 Mar 2020 09:43:00","http://n2t.net/ark:/65665/3f93e105b-0e53-4ae8-81a4-0c97af4836aa"
"USNMENT   781869","USNMENT00781869","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pontia protodice","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3dd127aa0-b952-4ac4-aac8-920dd92a405d"
"USNMENT   781871","USNMENT00781871","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pontia sisymbrii","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","23 Mar 2020 09:43:00","http://n2t.net/ark:/65665/3a7c748d2-aae2-4015-b9be-94f3113e04be"
"USNMENT   781872","USNMENT00781872","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Pontia sisymbrii","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3c2c9fa69-dc25-4617-bc80-577c9388aa19"
"USNMENT   781969","USNMENT00781969","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Prioneris autothisbe","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/34e33ab36-208b-4ff0-86a6-6547334f5210"
"USNMENT   781970","USNMENT00781970","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Prioneris autothisbe","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","23 Mar 2020 09:43:00","http://n2t.net/ark:/65665/3363fd757-0283-4804-a8ad-f28c732e2ec4"
"USNMENT   781964","USNMENT00781964","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Prioneris cornelia","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","23 Mar 2020 09:43:00","http://n2t.net/ark:/65665/3091e2f28-ae00-4b7f-b739-1ee6515c7f6b"
"USNMENT   781968","USNMENT00781968","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Prioneris hypsipyle","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3bc4e3f7f-3c47-4bb5-9484-2008a03ee46e"
"USNMENT   781966","USNMENT00781966","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Prioneris philonome","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3d960b60b-5dde-4d52-af91-fd943c27f3c9"
"USNMENT   781965","USNMENT00781965","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Prioneris philonome","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3d874b0ae-e674-48cc-84ce-8d9168309168"
"USNMENT   781971","USNMENT00781971","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Prioneris sita","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/342d50f38-0f46-451a-80ab-acfddf744a8e"
